LawID,URI,LegislatorID,LegislatorName,LegislatorTitle,LegislatorReligion,LegislatorRuleBegin,LegislatorRuleEnd,TerID,TerShortLabel,TerSeq,TerLabel,TerOrg,TerOrgID,TerType1,TerType2,TerReligion,TerDistrict,TerPublished,TerEditor,TerLitList,TerAbbrevList,TerPreface,Datum,Date1,Date,Year,Month,Day,Form,Scope_needscleaning,Scope_clean 2,Scope_clean 3,Scope_clean 4,Scope_clean 5,Scope_clean 6,Scope_clean 7,Scope_clean 8,Scope_clean 9,Scope_clean 10,Scope_clean 11,Scope_clean 12,Scope_clean 13,RelatesTo,Publication,Archive,StAB,Archive_folder,Pages,Remarks,Title,Facs,URL,Matters_level2_num01,Matters_level2_01,Matters_level3_01,Matters_level4_01,Matters_01_addinfo,Matters_level2_num02,Matters_level2_02,Matters_level3_02,Matters_level4_02,Matters_02_addinfo,Matters_level2_num03,Matters_level2_03,Matters_level3_03,Matters_level4_03,Matters_03_addinfo,Matters_level2_num04,Matters_level2_04,Matters_level3_04,Matters_level4_04,Matters_04_addinfo,Matters_level2_num05,Matters_level2_05,Matters_level3_05,Matters 5 5,Matters_level4_05,Matters_level2_num06,Matters_level2_06,Matters_level3_06,Matters_level4_06,Matters_06_addinfo,Matters_level2_num07,Matters_level2_07,Matters_level3_07,Matters_level4_07,Matters_07_addinfo,Matters_level2_num08,Matters_level2_08,Matters_level3_08,Matters_level4_08,Matters_08_addinfo,Matters_level2_num09,Matters_level2_09,Matters_level3_09,Matters_level4_09,Matters_09_addinfo,Matters_level2_num10,Matters_level2_10,Matters_level3_10,Matters_level4_10,Matters_10_addinfo,Matters_level2_num11,Matters_level2_11,Matters_level3_11,Matters_level4_11,Matters_level2_num12,Matters_level2_12,Matters_level3_12,Matters_level4_12,Matters_level2_num13,Matters_level2_13,Matters_level3_13,Matters_level4_13,Matters_level2_num14,Matters_level2_14,Matters_level3_14,Matters_level4_14,Matters_14_addinfo,Matters_level2_num15,Matters_level2_15,Matters_level3_15,Matters_level4_15,Matters_level2_num16,Matters_level2_16,Matters_level3_16,Matters_level4_16,Matters_level2_num17,Matters_level2_17,Matters_level3_17,Matters_level4_17,Matters_17_addinfo,Matters_level2_num18,Matters_level2_18,Matters_level3_18,Matters_level4_18,Matters_18_addinfo,Matters_level2_num19,Matters_level2_19,Matters_level3_19,Matters_level4_19,Matters_level2_num20,Matters_level2_20,Matters_level3_20,Matters_level4_20,Matters_level2_num21,Matters_level2_21,Matters_level3_21,Matters_level4_21,Matters_level2_num22,Matters_level2_22,Matters_level3_22,Matters_level4_22,Matters_22_addinfo,Matters_level2_num23,Matters_level2_23,Matters_level3_23,Matters_level4_23,Matters_23_addinfo,Matters_level2_num24,Matters_level2_24,Matters_level3_24,Matters_level4_24,Matters_24_addinfo,Matters_level2_num25,Matters_level2_25,Matters_level3_25,Matters_level4_25,Matters_level2_num26,Matters_level2_26,Matters_level3_26,Matters_level4_26,Matters_dirty,Dirty,Controlled,Links,Scope_original
BER.01.001.0936,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.03.05,,1635-03-05T00:00:00Z,1635,3,5,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 57r-57v",StAB,A I 484,fol. 57r-57v,,Salpeter und Pulvers halb.,,,4.2,Forst- und Bodennutzung,Bodenschätze,",Salpeter",,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Aufsicht; Überwachung; Pulver; Salpeter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0936.01301.0,,4.2,Forst- und Bodennutzung,,Bodenschätze,,,,,Salpeter,,,,,,),(BER.01.001.0936.01302.0,,4.6,Handel und Dienstleistungen,,Handelsbedingungen,,,,,Aufsicht; Überwachung; Pulver; Salpeter,,,,,,)",,,,
BER.01.001.0937,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.03.09,,1635-03-09T00:00:00Z,1635,3,9,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 58r",StAB,A I 484,fol. 58r,,Wegen des Trattengelts.,,,4.6,Handel und Dienstleistungen,Zölle,",Trattengeld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0937.01303.0,,4.6,Handel und Dienstleistungen,,Zölle,,,,,Trattengeld,,,,,,)",,,,
BER.01.001.0938,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.03.10,,1635-03-10T00:00:00Z,1635,3,10,Verordnung,,Unteraargau,,,,,,,,,,,,,,"StAB, A I 484, fol. 58v-59r",StAB,A I 484,fol. 58v-59r,,"Wegen Uffkouffs Brot, und Mäls. in den Mülinen und by den Becken.",,,4.6,Handel und Dienstleistungen,Fürkauf,",Brot; Mehl; Frucht; Ausfuhr",,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Brot; Mehl; Frucht; Ausfuhr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0938.01304.0,,4.6,Handel und Dienstleistungen,,Fürkauf,,,,,Brot; Mehl; Frucht; Ausfuhr,,,,,,),(BER.01.001.0938.01304.1,,4.6,Handel und Dienstleistungen,,Handelsbedingungen,,,,,Brot; Mehl; Frucht; Ausfuhr,,,,,,)",,,,Unteraargau
BER.01.001.0939,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.04.06,,1635-04-06T00:00:00Z,1635,4,6,Verordnung,Deutsche Gebiete,,,,,,,,,,,,,,,"StAB, A I 484, fol. 59v-60r",StAB,A I 484,fol. 59v-60r,,Wegen Anstellung der Capittlen.,,,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0939.01305.0,,1.1,Religionsangelegenheiten,,Kirchenorganisation,,,,,Kapitel,,,,,,)",,,,Deutsche Gebiete
BER.01.001.0940,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.04.08,,1635-04-08T00:00:00Z,1635,4,8,Verordnung,Welsche Gebiete,,,,,,,,,,,,,,,"StAB, A I 484, fol. 60r-60v",StAB,A I 484,fol. 60r-60v,,"Keine frömbde, sonderlich burgundische Ross oder Vychführer so verdechtig, ohne Attestation passieren zelassen.",,,2.2,Öffentliche Sicherheit; Kriminalität,Eigentumsschutz,",Diebstahl; Pferde; Vieh",,2.2,Öffentliche Sicherheit; Kriminalität,Sicherung Stadt/Land,",Verkehrswege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0940.01306.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Eigentumsschutz,,,,,Diebstahl; Pferde; Vieh,,,,,,),(BER.01.001.0940.01307.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Sicherung Stadt/Land,,,,,Verkehrswege,,,,,,)",,,,Welsche Gebiete
BER.01.001.0941,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.04.29,,1635-04-29T00:00:00Z,1635,4,29,Verordnung,Welsche Gebiete,Oberaargau,Schafisheim,,,,,,,,,,,,,"StAB, A I 484, fol. 61r",StAB,A I 484,fol. 61r,,Den Usszügeren Grüsthaltung halb.,,,2.2,Öffentliche Sicherheit; Kriminalität,Sicherung Stadt/Land,",Bürgerwehr; Landwehr; Landmiliz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0941.01308.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Sicherung Stadt/Land,,,,,Bürgerwehr; Landwehr; Landmiliz,,,,,,)",,,,"Welsche Gebiete, Oberaargau, Schafisheim"
BER.01.001.0942,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.05.18,,1635-05-18T00:00:00Z,1635,5,18,Verordnung,4 Kirchspiele,Kirchlindach,Oberwangen,Frienisberg,,,,,,,,,,,,"StAB, A I 484, fol. 61r-61v",StAB,A I 484,fol. 61r-61v,,"Keine alhie ussgmusterte frömbde Ynzügling, zegestatten, sonder inn ir Heimat zeweisen.",,,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Landesverweisung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0942.01309.0,,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,,Aufenthalt,,,,,Landesverweisung,,,,,,)",,,,"4 Kirchspiele, Kirchlindach, Oberwangen, Frienisberg"
BER.01.001.0943,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.06.03,,1635-06-03T00:00:00Z,1635,6,3,Verordnung,,,,,,,,,,,,,,Verordnung 05.03.1635,,"StAB, A I 484, fol. 63r-63v",StAB,A I 484,fol. 63r-63v,,Dess Salpeter und Pulvers halb.,,,4.2,Forst- und Bodennutzung,Bodenschätze,",Salpeter",,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Aufsicht; Überwachung; Salpeter; Pulver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0943.01310.0,,4.2,Forst- und Bodennutzung,,Bodenschätze,,,,,Salpeter,,,,,,),(BER.01.001.0943.01311.0,,4.6,Handel und Dienstleistungen,,Handelsbedingungen,,,,,Aufsicht; Überwachung; Salpeter; Pulver,,,,,,)",,,,
BER.01.001.0944,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.06.04,,1635-06-04T00:00:00Z,1635,6,4,Verordnung,,Aargau,,,,,,,,,,,,,,"StAB, A I 484, fol. 64r",StAB,A I 484,fol. 64r,,,,,4.6,Handel und Dienstleistungen,Fürkauf,",Verbot; Ausfuhr; Getreide",",Gleiche Verordnung ist am 08.06.1635 für das Oberland, Emmental, Welschland und die Ämter am See ergangen.",4.6,Handel und Dienstleistungen,Handelsbedingungen,",Verbot; Ausfuhr; Getreide",",Gleiche Verordnung ist am 08.06.1635 für das Oberland, Emmental, Welschland und die Ämter am See ergangen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0944.01312.0,,4.6,Handel und Dienstleistungen,,Fürkauf,,,,,Verbot; Ausfuhr; Getreide,,,Gleiche Verordnung ist am 08.06.1635 für das Oberland, Emmental, Welschland und die Ämter am See ergangen.,,,),(BER.01.001.0944.01312.1,,4.6,Handel und Dienstleistungen,,Handelsbedingungen,,,,,Verbot; Ausfuhr; Getreide,,,Gleiche Verordnung ist am 08.06.1635 für das Oberland, Emmental, Welschland und die Ämter am See ergangen.,,,)",,,,Aargau
BER.01.001.0945,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.06.19,,1635-06-19T00:00:00Z,1635,6,19,Verordnung,Deutsche Gebiete,,,,,,,,,,,,,,,"StAB, A I 484, fol. 64v",StAB,A I 484,fol. 64v,,"Die under die Haubtlüht inn Pünten gedingter Soldaten zum Anzug, alhar zewysen.",,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Dienstpflicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0945.01313.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Dienstpflicht,,,,,,)",,,,Deutsche Gebiete
BER.01.001.0946,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.07.09,,1635-07-09T00:00:00Z,1635,7,9,Ordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 64v-66r",StAB,A I 484,fol. 64v-66r,,Wegen dess frombden vertribnen Volcks.,,,1.3,Randgruppen,Fahrende Leute,",Streifen; Krämer; Festnahme; Landesverweisung; Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Arbeitszwang; Grenzkontrolle; Religionszugehörigkeit",,2.2,Öffentliche Sicherheit; Kriminalität,Sicherung Stadt/Land,",Sicherungsdienste; Wachen",,3.1,Gesundheitswesen,Kranke/Krankheiten,",Landesverweisung; Fremde; Lepra",,3.2,Sozialwesen,Armenwesen,",Almosenverteilung; Kommunalisierung; Differenzierung; Landesverweisung",,3.2,Sozialwesen,Bettel,",Almosenverteilung; Kommunalisierung; Differenzierung; Landesverweisung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0946.01314.0,,1.3,Randgruppen,,Fahrende Leute,,,,,Streifen; Krämer; Festnahme; Landesverweisung; Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Arbeitszwang; Grenzkontrolle; Religionszugehörigkeit,,,,,,),(BER.01.001.0946.01320.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Sicherung Stadt/Land,,,,,Sicherungsdienste; Wachen,,,,,,),(BER.01.001.0946.01316.0,,3.1,Gesundheitswesen,,Kranke/Krankheiten,,,,,Landesverweisung; Fremde; Lepra,,,,,,),(BER.01.001.0946.01315.0,,3.2,Sozialwesen,,Armenwesen,,,,,Almosenverteilung; Kommunalisierung; Differenzierung; Landesverweisung,,,,,,),(BER.01.001.0946.01315.1,,3.2,Sozialwesen,,Bettel,,,,,Almosenverteilung; Kommunalisierung; Differenzierung; Landesverweisung,,,,,,)",,,,
BER.01.001.0948,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.07.09,,1635-07-09T00:00:00Z,1635,7,9,Edikt und Gebot,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 66r & 67v-68r",StAB,A I 484,fol. 66r & 67v-68r,,Dass die frömbden Bättler innert dem 1. Tag Augstmonats den Flecken rumen söllint.,,,1.3,Randgruppen,Fahrende Leute,",Streifen; Landesverweisung; Krämer",",StAB A I 484, fol. 169r-170r, Verordnung 29.05.1638: Anordnung zur erneuten Verkündigung.",3.1,Gesundheitswesen,Kranke/Krankheiten,",Landesverweisung; Fremde; Lepra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0948.01319.0,,1.3,Randgruppen,,Fahrende Leute,,,,,Streifen; Landesverweisung; Krämer,,,StAB A I 484, fol. 169r-170r, Verordnung 29.05.1638: Anordnung zur erneuten Verkündigung.,,,),(BER.01.001.0948.01321.0,,3.1,Gesundheitswesen,,Kranke/Krankheiten,,,,,Landesverweisung; Fremde; Lepra,,,,,,)",,,,
BER.01.001.0949,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.07.16,,1635-07-16T00:00:00Z,1635,7,16,Verordnung,,,,,,,,,,,,,,Verordnung 07.02.1635,,"StAB, A I 484, fol. 68r-68v",StAB,A I 484,fol. 68r-68v,,"Das niemandt under frömbde Houbtlüht dingen sölle, das Mandat erfrischen.",,,2.2,Öffentliche Sicherheit; Kriminalität,Kriegslauf/Kriegsdienst,",Verbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0949.01322.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Kriegslauf/Kriegsdienst,,,,,Verbot,,,,,,)",,,,
BER.01.001.0950,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.07.18,,1635-07-18T00:00:00Z,1635,7,18,Verordnung,`An etliche Amtleute`,,,,,,,,,,,,,,,"StAB, A I 484, fol. 68v-69r",StAB,A I 484,fol. 68v-69r,,Wegen ussgerissner Soldaten.,,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Deserteure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0950.01323.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Deserteure,,,,,,)",,,,`An etliche Amtleute`
BER.01.001.0951,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.07.23,,1635-07-23T00:00:00Z,1635,7,23,Verordnung,16 Ämter,,,,,,,,,,,,,,,"StAB, A I 484, fol. 69r-69v",StAB,A I 484,fol. 69r-69v,,"An den Pässen, dess Durchzugs der Französischen Regimenten sie berichten [ [...]",,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Truppendurchzug; Verkehrswege; Wachen; Paßkontrolle",,2.2,Öffentliche Sicherheit; Kriminalität,Sicherung Stadt/Land,",Truppendurchzug; Verkehrswege; Wachen; Paßkontrolle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0951.01324.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Truppendurchzug; Verkehrswege; Wachen; Paßkontrolle,,,,,,),(BER.01.001.0951.01324.1,,2.2,Öffentliche Sicherheit; Kriminalität,,Sicherung Stadt/Land,,,,,Truppendurchzug; Verkehrswege; Wachen; Paßkontrolle,,,,,,)",,,,16 Ämter
BER.01.001.0952,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.08.01,,1635-08-01T00:00:00Z,1635,8,1,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 69v-70r",StAB,A I 484,fol. 69v-70r,,Ein Collectt für die undern Pfelzischen Kirchen- und Schuldiener ufzenemmen.,,,3.2,Sozialwesen,Armenwesen,",Kollekte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0952.01325.0,,3.2,Sozialwesen,,Armenwesen,,,,,Kollekte,,,,,,)",,,,
BER.01.001.0953,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.08.04,,1635-08-04T00:00:00Z,1635,8,4,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 70r-70v",StAB,A I 484,fol. 70r-70v,,Wegen angesechner Übung der Wehren.,,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Dienstpflicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0953.01326.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Dienstpflicht,,,,,,)",,,,
BER.01.001.0954,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.08.10,,1635-08-10T00:00:00Z,1635,8,10,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 71r",StAB,A I 484,fol. 71r,,Wegen Durchzug dess zu Dienst Ir Kön. Mt. In Franckrych bewilligten Eidtgnössischen Volcks.,,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Truppendurchzug; Versorgung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0954.01327.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Truppendurchzug; Versorgung,,,,,,)",,,,
BER.01.001.0955,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.08.15,,1635-08-15T00:00:00Z,1635,8,15,Ordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 71r-71v",StAB,A I 484,fol. 71r-71v,,Wegen Vychuffkouffs.,,,4.6,Handel und Dienstleistungen,Fürkauf,",Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien",,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien",,4.6,Handel und Dienstleistungen,Markt/Messe,",Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien",,4.6,Handel und Dienstleistungen,Preiskontrolle,",Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0955.01328.1,,4.6,Handel und Dienstleistungen,,Fürkauf,,,,,Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien,,,,,,),(BER.01.001.0955.01328.0,,4.6,Handel und Dienstleistungen,,Handelsbedingungen,,,,,Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien,,,,,,),(BER.01.001.0955.01328.2,,4.6,Handel und Dienstleistungen,,Markt/Messe,,,,,Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien,,,,,,),(BER.01.001.0955.01328.3,,4.6,Handel und Dienstleistungen,,Preiskontrolle,,,,,Ausländische Kaufleute; Ausländer; Ausfuhr; Aufsicht; Überwachung; Vieh; Zahlungsweise; Metzger; Privilegien,,,,,,)",,,,
BER.01.001.0956,,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,,EV,1528,1798,BER,BER,01,Bern,,,Eidgenössischer Ort,WL,EV,,7,Claudia Schott-Volm,,,,1635.08.25,,1635-08-25T00:00:00Z,1635,8,25,Verordnung,,,,,,,,,,,,,,,,"StAB, A I 484, fol. 71v-72r",StAB,A I 484,fol. 71v-72r,,Die gedingten Soldaten zum Anzug alhar zehalten.,,,2.2,Öffentliche Sicherheit; Kriminalität,Militär/Soldaten,",Dienstpflicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(BER.01.001.0956.01329.0,,2.2,Öffentliche Sicherheit; Kriminalität,,Militär/Soldaten,,,,,Dienstpflicht,,,,,,)",,,,
